670	414720
672	18144
682	19008
686	5760
684	107136
686	4608
686	20736
674	670080
684	460800
672	1872
688	165888
680	7680
684	803168
684	61181336
672	1564096
676	210432
674	72072912
678	826848
670	64464
672	1197504
684	7168
672	21189024
676	813856
682	4416
674	93312
678	996768
672	8928
666	22557384
678	7104384
686	97728
672	764448
680	13824
674	120384
674	164160
686	243936
678	24024
688	10856
676	88128
684	50176
682	12672
676	62880
688	13056
690	10080
698	15480
688	6912
680	11664
690	65664
674	5712
694	1920
666	49248
688	23328
686	4608
670	28176
674	2880
682	564480
664	139752
680	25920
670	2073600
672	2008908
678	3696
674	455256
674	1382400
676	5184
680	691968
672	21120
670	4224
684	8640
662	336960
674	6048
678	11644
662	1920896
672	2449344
682	10080
694	97944
666	440400
680	104656
676	61136
684	592752
678	31104
690	4032
672	2460288
684	44000
668	864
668	5767200
678	89100
666	1651968
682	2016
664	17664
664	868032
668	837828
670	586146
678	1609600
684	941568
680	556800
676	107868
684	11520
676	49728
672	7680
686	512
674	193536
668	8448
682	30720
676	15385344
662	51300
676	9139376
680	6912
688	190080
670	99456
680	2773440
672	42848
682	52626
676	93344
680	150528
678	105983680
688	12960
684	2688
676	20928
676	2112
672	361152
678	49536
664	6676512
684	44928
680	212352
670	28018912
674	5108416
694	3456
660	637004
684	64
682	162240
686	45312
676	12800
686	8448
672	378624
678	30184
690	6184224
682	168960
678	1029168
676	1470160
668	736
684	1134720
692	39424
674	11808
666	22400
678	64512
674	6690000
668	5856
684	38016
678	9744
668	9120
670	10144664
680	3040
658	13562056
670	14400
700	5616
678	536760
682	5568
684	94976
670	25808
674	41184
678	351936
682	336960
686	122880
668	17328
678	17928
672	5568
672	2332736
676	1935360
688	15120
680	23040
672	13440
664	250368
680	392000
690	3840
670	645120
674	7690752
676	187440
684	33696
672	32544
666	578064
672	18840
672	155904
670	277632
668	61440
666	16480
686	432
686	142848
682	66528
676	1049344
680	2955024
682	77760
674	32928
674	14592
674	3786528
674	215376
670	3007746
668	442944
684	90880
690	7340040
674	308736
690	640
678	136320
670	6192
688	20832
690	21312
680	50256
682	20682752
662	10014720
692	200880
686	78127360
682	228096
666	48339840
682	11136
668	6322144
680	282656
674	272832
678	25200
674	1412736
662	19064320
660	61312
684	288208
664	196736
668	720
682	30132
654	130816
678	4364020
676	12240
680	3504240
680	6984992
670	153752
670	168960
684	26880
674	439336
674	139821120
680	13200
666	7672984
672	34560
680	1425920
680	962752
670	159424
686	20736
662	23199984
694	340480
676	244080
680	64512
680	8320
672	2880
682	4096
684	26880
676	25761696
666	122880
672	57344
680	12000
668	266112
678	122400
692	5760
672	2558304
672	7246456
680	280800
672	14234880
696	15008
682	143360
690	794304
676	752520
680	100080
692	11520
684	648
676	21920
676	114912
684	11232
674	217472
666	174720
670	22965888
666	172000
672	1120
674	126720
682	36864
664	295344
678	19176
672	10608
676	462120
688	18719232
680	969296
688	80160
680	3296
676	18160
680	29440
686	28672
682	44352
678	92160
686	4044288
686	440832
674	110592
680	88956
674	9461760
666	37488
672	24348288
682	331808
686	30352
668	1728
680	2432
682	2304
690	11728
670	93312
672	9216
672	73728
668	67712
678	463088
684	986448
670	12672
666	10080
676	3328
694	384
680	62208
676	21600
690	864
664	16896
684	10176
676	23328
694	13440
678	1238016
676	4224
674	2135232
682	14544
668	15632352
674	1120
670	176256
688	272160
672	1715200
698	195008
666	110768
676	415536
672	600576
678	864
682	10368
684	787968
674	86016
692	24696
682	1920
676	135840
666	6804
662	1638784
674	2062208
674	36450352
660	97044
678	320
676	1220448
678	65526816
676	2400
666	157872
678	80400
676	31488
672	15360
664	1128
668	3278880
664	2097280
702	328432
680	10440
672	17491584
680	12800
662	2016
666	25024
686	3889536
674	142848
668	80
672	730944
678	3264
690	4548816
676	1920
698	4608
666	1198080
678	1003968
672	800
684	518400
694	28416
672	3792
670	14942400
680	34560
676	4992
682	20176
674	1449984
680	24576
684	69120
690	22579200
682	131328
672	13824
678	448
674	324
686	2400
682	7008
674	73728
678	2208
676	546252
676	15600
688	11424
676	539424
676	4480
670	730608
668	12923192
670	96480
678	44352
672	305856
688	576000
674	2828640
688	1920
680	23040
686	384
680	18144
698	1280
672	14256
682	604032
674	12088320
664	384
682	10414656
674	224
678	4096
684	72072
680	260160
688	21504
668	170752
676	2268
674	226800
672	216304
666	2106720
676	122544
692	17408
676	503712
692	840
682	1272960
682	366656
666	1152
678	2656
686	221040
680	3456
674	139008
692	3072
688	280800
690	65664
672	1984
670	262332
674	3645864
660	1488
676	115488
674	526860
690	3549696
666	42816
682	208896
684	538272
692	3072
678	1440
666	4742064
664	875136
678	401904
680	3432
660	533376
674	85728
676	20352
676	22400
672	6192
674	101232
664	44352
678	92672
666	10368
682	6912
684	10080
676	69808
678	82368
666	561600
702	1920
686	22337664
668	92928
672	140256
670	6144
666	50688
684	103360
682	10752
680	1568
682	19824
670	455808
688	822528
668	2369024
674	391152
676	544320
658	241344
670	815616
682	17160
666	363696
688	494592
688	213920
680	5760
678	1104096
678	1856736
674	8761344
694	26400
676	120960
674	231984
672	9024
672	199424
682	2304
686	20864
672	672
668	761856
684	25344
688	980496
672	3955584
676	212208288
666	2112
678	96
700	25344
702	12480
680	335872
678	9216
672	78336
678	54912
672	1995744
670	9648
690	82560
674	3840
674	15045408
672	38880
684	6264
668	1476288
680	11232
676	4608
676	113280
668	1071360
694	1209024
684	322560
676	13392
672	377856
676	5376
676	174720
664	104544
662	432
680	3456
678	2056960
668	50688
680	736
678	2308824
690	324
666	450560
658	978432
674	394272
664	66368
684	277872768
670	1008
690	17952
686	130760
680	266112
672	537624
668	68360
670	116544
670	295680
668	110592
688	146880
684	138720
686	276480
676	13824
668	226688
680	268296
668	606528
662	126144
692	704512
690	171648
680	20515968
664	8832
682	23936
676	8928
676	94800
676	61184784
686	3072
670	1296
690	10460
680	2088
680	83904
666	4540992
688	11664
692	165840
682	44640
676	540864
666	270048
676	1111968
678	11520
674	862800
680	54720
690	5760
670	43312
672	271800
688	15360
676	12204672
664	6206976
682	320256
674	10080
670	20480
684	22680
674	38016
674	87168
682	18240
680	24192
674	10368
686	3818160
678	103040
684	36
670	2179008
662	4853320
672	419152
682	58368
678	430080
674	96768
674	317440
668	116064
688	52992
666	255660
670	459904
674	1728
668	64995648
684	79488
680	2827856
670	1620
666	1301908
674	70272
678	25920
680	20352
674	1288448
682	254016
664	2944
692	2400
678	288
682	130464
684	5710336
692	1728
668	2576832
676	73728
682	96
682	491520
672	44208
674	578688
684	15680
676	3539604
672	18872
680	92160
678	3968
678	549120
670	5810784
670	1572480
676	26112
688	41274
686	23040
696	20304
666	14294784
670	51392
680	1200
670	78144
676	4722048
682	1680
688	80032
678	57600
672	75312
694	23616
678	2423040
680	424896
670	7421064
680	162048
670	74304
668	52992
682	14256
676	656400
694	5184
664	8865008
680	8800
666	115904
692	43200
678	480
680	31680
676	158400
662	108984
682	240
672	5550720
686	829440
666	38016
676	284904
684	288
674	797312
678	2880
678	73472
666	210816
694	32256
676	16128
690	10272
680	6912
684	9216
666	400640
680	35455872
682	25536
690	92736
678	5856
684	426600
662	865736
668	3780
670	2592
680	1920
666	132632
664	6352
678	46656
658	95136
682	141120
676	240
670	1920
672	121296
678	7232
674	8945094
670	368352
680	1488
678	25296
678	63024
668	2166912
680	63296
690	29440
674	46080
664	46080
692	37760
676	33408
680	110228952
676	300224
664	40166304
682	37200
684	1728
672	588288
684	12152704
652	1924320
674	453632
668	7128
674	1726920
664	539136
672	147744
674	53280
684	1111680
674	203136
680	480
678	2184396
688	22320
676	5914588
690	454140
674	11712
674	186624
690	1848480
680	5974080
666	655992
684	6480
698	34850
682	67360
684	21888
674	3567872
674	8640
676	29056
678	2826240
686	62560
684	80128
672	848800
686	2928
682	27648
672	7204872
678	92160
678	22800
666	57600
670	499712
676	205312
676	26080
660	6915112
664	1485760
660	5040
688	101376
686	52800
678	33600
676	13440
680	215600
680	8640
672	31360
666	433024
682	83968
678	32367648
666	1773312
678	130680
664	4406096
670	52704
678	540
672	1368
684	189440
