161	163	163	173	165	161	163	175	157	163	163	163	161	165	167	163	167	161	167	169
1258291200	8346664960	2214592512	4437573632	2130706432	603979776	2013265920	41943040	3170893824	520093696	4429185024	1207959552	1409286144	301989888	37941673984	1107296256	134217728	52428800	4194304	1610612736
